"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*",-0.0099962,0.0029262,0.016015,-0.038933,0.010641,-0.0017579,0.00022752,-0.010728,0.033812,0.0049879,-0.00076229,0.013754
"1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*",0.0037113,0.002313,-0.021964,0.010305,-0.016558,-0.0040327,-0.02504,0.0082086,0.015805,0.022285,-0.00044026,0.0032591
"1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*",0.030631,0.021384,-0.077727,0.0016916,-0.071957,-0.0013776,-0.091954,-0.031272,-0.0049464,0.042286,-0.0030776,-0.0066879
"1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*",-0.0016112,0.0029782,0.0012802,-0.019532,0.013379,0.0011788,-0.007163,-0.01295,0.0049497,-0.0045259,-0.0012503,0.0038946
"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*",0.013766,-8.0102e-05,-0.0088821,0.017772,-0.024815,0.019358,-0.023223,0.019728,-0.007416,0.011275,0.0094332,0.0032327
"1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*",0.012146,0.00075643,-0.0017008,0.011987,-0.025335,0.014287,-0.019248,0.021938,-0.038567,0.0094899,0.001708,-0.0033199
"1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*",-0.0040943,0.011184,0.0077361,-0.022606,-0.0069716,0.0055798,-0.007877,-0.011893,0.018658,0.00098862,-0.015827,-0.0016974
"1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*",0.0058902,-0.0017505,-0.0088731,0.014522,-0.0069665,-0.0042354,0.0051224,0.014472,0.019619,-0.0078052,-0.0089272,-0.00063643
"1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*",-0.0070002,-0.0085886,0.019902,-0.0071532,0.019078,-0.0077153,-0.011832,-0.023591,0.012038,-0.0081069,-0.0032229,0.025558
"1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*",-0.0085464,-0.010717,-0.020074,0.019118,-0.0088039,0.010267,-0.009778,0.010152,-0.012766,-0.012616,-0.013358,-0.0029743
"1-stearyl-GPC (O-18:0)*",0.0072038,0.015246,0.012907,-0.029653,-0.040239,0.062652,-0.016859,0.026728,-0.0063849,0.093726,-0.023325,-0.0034916
"1-stearoyl-2-meadoyl-GPC (18:0/20:3n9)*",0.016255,-0.0071413,0.00068252,0.034723,-0.0087618,0.010362,-0.018349,-0.0018836,-0.0075536,0.019755,-0.0098453,0.0011444
"1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*",0.00904,0.012573,0.0026536,0.020104,-0.020735,0.016125,-0.020654,0.004665,-0.013325,0.0053376,0.0019392,0.0084113
"1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*",-0.0024845,0.021392,0.023721,-0.023971,0.0056348,0.014941,0.0087684,0.013024,-0.022403,0.0034,0.0075278,0.012397
"1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*",-0.0071684,-0.01656,0.0094061,0.027503,-0.03166,0.018489,0.014448,0.062272,0.062113,-0.016223,-0.0084105,0.013306
"1,2-dipalmitoyl-GPE (16:0/16:0)*",-0.0024479,0.014423,0.013327,-0.019659,-0.016419,-0.02047,-0.0038463,-0.0029957,0.021841,-0.0081983,0.016047,0.0015273
"1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*",-0.00093541,0.0030885,-0.0088581,0.003151,-0.0068855,-0.0010022,-0.0026245,0.014264,-0.011717,0.017631,0.0069985,-0.018661
"1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*",0.027021,-0.01018,-0.0087861,0.037019,-0.024332,0.022982,0.008211,0.039616,-0.030485,-0.0072753,-0.015257,0.011185
"1,2-dilinoleoyl-GPE (18:2/18:2)*",0.023538,-0.0035019,-0.013103,0.034697,-0.044211,0.019702,0.0044073,0.061377,-0.081188,-0.013898,0.070663,-0.012979
"1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*",0.0074253,-0.0062471,-0.021898,0.04089,-0.021102,0.019469,-0.026694,0.03487,-0.012713,0.005438,-0.01211,0.010484
"1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*",-0.00096986,-0.0032473,-0.002115,0.0033395,0.0055225,0.00521,0.015549,0.00046781,0.00015974,-0.010115,-0.00019889,-0.0012188
"1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*",0.018623,-0.010666,-0.023407,0.048448,-0.038737,0.031828,-0.023636,0.034303,-0.016148,0.024512,0.011065,-0.015515
"1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*",0.0080522,0.001624,-0.0051446,0.014534,-0.019406,0.010281,-0.011151,0.026262,-0.020536,0.021779,0.013476,-0.0011311
"1-linoleoyl-GPG (18:2)*",0.032984,-0.043563,-0.038574,0.01253,0.00011797,-0.021589,-0.045343,0.027658,0.00018351,-0.021338,-0.0096819,0.0068617
"thioproline",0.0034647,-0.011432,0.0065464,0.0045951,-0.0087721,0.015949,0.0068264,-0.0031284,0.0083143,0.023363,0.0017872,-0.0038017
"palmitoylcholine",0.0044636,0.027099,-0.041042,0.0010699,-0.010653,-0.012283,0.02995,0.062383,0.017437,-0.0013439,0.00088865,0.0019151
"2-methylserine",-0.035799,0.027108,0.024553,0.0064513,0.049561,0.076609,0.012932,0.084088,-0.058358,0.039502,0.13769,-0.013534
"(S)-3-hydroxybutyrylcarnitine",-0.02332,-0.023689,0.024175,0.048237,0.02475,0.048894,0.014121,-0.046883,-0.045125,-0.0061102,-0.0049595,-0.0083275
"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)",0.024801,0.089707,0.095758,-0.075859,0.047677,0.13051,0.095136,0.0069043,-0.019438,-0.091022,0.034286,-0.0013889
"methylsuccinoylcarnitine",-0.0077523,0.014795,0.0036997,-0.035774,0.011099,0.046035,0.028202,-0.054442,-0.0050924,0.012428,0.0054079,-0.0069743
"14-HDoHE/17-HDoHE",0.090833,-0.091975,-0.032369,-0.146,-0.022943,-0.19703,-0.1857,0.19353,-0.12616,-0.10474,0.14668,0.029447
"oleoylcholine",-0.0013797,0.018276,-0.028308,0.00015798,-0.020415,-0.022904,0.037715,0.050482,0.010778,-0.0086194,0.0054405,0.015049
"palmitoloelycholine",0.0020295,0.013513,-0.013826,-0.01727,-0.014071,-0.0043762,0.021119,0.048762,0.016289,-0.0058982,0.016997,-0.0042361
"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*",-0.0035704,0.00086195,-0.019843,-0.0097231,-0.02212,0.032026,0.019252,0.020014,0.026123,-0.039229,0.04881,0.0091124
"1,2-dilinolenoyl-GPC (18:3/18:3)*",-0.0094809,0.0067132,0.024906,-0.063821,0.0074108,-0.0091384,0.024049,-0.036111,0.04754,-0.010979,-0.021982,0.0087288
"1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*",0.0070987,-0.012191,0.0056602,0.019209,-0.026172,0.0223,0.010217,0.018706,-0.017984,-0.0078254,-0.01628,0.015511
"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",0.0022704,0.002962,-0.022613,0.011817,-0.021668,-0.0050661,0.0027095,0.011171,0.00028954,0.0042026,-0.010284,-0.0080322
"hexadecatrienoate (16:3n3)",0.035769,-0.024886,-0.024014,0.023489,0.042338,-0.0055597,0.0065185,0.016488,0.044385,-0.0089842,0.028309,-0.020698
"hexadecadienoate (16:2n6)",0.035074,-0.032792,-0.022212,0.011039,0.024351,-0.019238,0.0054464,-0.003731,0.037782,-0.02234,0.018433,0.0026139
"1-eicosapentaenoylglycerol (20:5)*",-0.00081657,0.0012988,-0.011272,0.0061129,-0.00069978,-0.0078686,-0.0029744,0.0051305,0.022584,-0.019298,-0.013157,-0.022512
"palmitoleoylcarnitine (C16:1)*",-0.06553,-0.045938,0.018507,0.0049772,0.10226,0.03736,-0.014005,0.035012,-0.011187,-0.03045,0.0038755,0.0026752
"3'-dephospho-acetyl-CoA",0.021017,0.0092826,-0.016674,-0.0039156,-0.026877,-0.011776,-0.0098044,-0.017634,-5.2531e-05,0.013292,-0.0075648,-0.0033257
"succinylglutamine",0.009154,0.0027162,0.070386,-0.063191,0.017316,-0.030238,-0.071707,-0.11316,0.058167,0.032482,0.055904,-0.0037698
"2,3-dihydroxy-2-methylbutyrate",0.012511,-0.036265,-0.021176,0.012187,-0.026656,0.0072005,0.02648,-0.085863,-0.011064,0.0019086,0.024765,-0.011246
"2'-O-methyluridine",0.01216,-0.0053069,0.0023061,-0.028777,0.010317,0.0027079,0.029734,0.018754,0.0060605,-0.002708,0.0089647,0.01296
"gamma-glutamyl-alpha-lysine",-0.023914,0.027842,-0.022938,0.068651,0.048998,0.013212,0.041502,0.057048,-0.068104,-0.017931,0.020876,0.0086188
"palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*",-0.021805,0.0045115,0.0049207,0.029064,-0.023106,0.0022314,0.011424,-0.014618,-0.010159,-0.016804,0.027282,0.0030609
"oleoyl-oleoyl-glycerol (18:1/18:1) [1]*",-0.00097085,0.017018,0.015465,0.017633,0.00047786,0.0091075,0.041304,0.018835,-0.015846,-0.038126,0.020645,0.00078321
"oleoyl-oleoyl-glycerol (18:1/18:1) [2]*",-0.011266,0.0051726,0.0047002,0.0090152,0.0026558,-0.0074776,0.041841,-0.011025,-0.028981,-0.015608,0.044726,0.00024498
"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*",-0.0002507,0.0063784,0.026353,-0.037276,-0.01811,-0.016017,0.021423,0.043414,0.061493,0.014433,-0.0046461,0.013082
"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*",-0.01262,0.0069999,0.022522,-0.017909,-0.018387,-0.012572,0.061075,-0.013344,0.019088,0.0051459,-0.0081552,-0.0086112
"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*",-0.0034377,-0.020921,-0.011993,-0.02723,-0.016022,0.012299,-0.05239,-0.0039474,0.073717,-0.05329,-0.022356,0.0076799
"palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*",-0.0063927,0.012941,0.0087508,0.012205,-0.0085687,0.011735,0.031063,-0.021256,0.017577,-0.0093353,0.0048566,-0.0005051
"linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*",-0.0072534,0.022782,0.0079225,0.022483,-0.016499,0.011237,0.013708,0.011712,0.017919,-0.022977,0.028826,-0.01673
"linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*",-0.061528,0.019685,0.0057991,0.030805,-0.023306,0.0050932,0.02553,-0.011843,-0.0089176,-0.0092913,0.021874,-0.0052739
"linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*",-0.015628,-0.0029903,0.052892,-0.050798,-1.6458e-05,-0.0097351,0.044287,-0.0074905,0.055756,-0.003455,-0.015956,-0.0082144
"linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*",-0.016921,0.017604,0.033549,-0.039748,-0.012705,-0.0081756,0.060966,-0.037962,0.039156,0.0058406,-0.0064567,0.013233
"oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*",-0.0033013,0.014394,0.022015,-0.0019557,-0.02056,-0.0016832,0.054503,-0.024491,0.012759,-0.0018345,-0.011036,-0.0036563
"palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*",-0.019871,0.25341,0.20376,0.29002,0.13067,-0.3202,-0.032011,0.042801,0.044276,0.1293,0.0013973,-0.029244
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",-0.028989,0.0058439,0.013461,0.011365,-0.020304,0.029416,0.019814,-0.0084608,0.0099087,-0.00029359,0.028605,-0.0082325
"linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*",-0.023328,0.0083536,0.016321,0.011822,-0.0078417,-0.0054825,0.012715,0.015253,-0.015821,-0.020785,0.046444,-0.020975
"linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*",-0.029188,0.0092802,0.0045643,0.013447,-0.0060863,-0.0033281,0.016662,-0.00658,-0.018349,-0.015792,0.042602,-0.012047
"stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*",0.0025815,-0.0031989,0.014864,-0.089626,0.029418,-0.018881,0.011924,0.071669,-0.023763,-0.016926,-0.086941,0.022175
"stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*",0.00076398,0.015435,0.012157,0.0062491,-0.008449,0.013213,0.015764,-0.007783,-0.020904,-0.0028204,-0.00072426,-0.0019955
"1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*",-0.0031601,0.028019,0.0094954,-0.058149,-0.00029005,0.048906,0.0024615,0.033088,0.0074278,-0.039915,0.013963,0.0040759
"1-palmityl-GPE (O-16:0)*",0.03751,-0.0080895,0.0074301,0.040354,0.013354,-0.035181,0.064232,-0.10129,-0.019573,-0.029078,-0.014237,0.0015757
"1-stearoyl-2-dihomo-linolenoyl-GPS (18:0/20:3n3 or 6)*",0.0031203,-0.021952,0.001097,-0.0078266,0.0076004,0.039982,-0.0047644,0.037869,0.027344,-0.022911,-0.00011136,0.008154
"1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*",-0.015414,-0.00048923,-0.04122,-0.0057247,-0.010457,-0.005006,0.0053381,0.008741,-0.00043587,0.011501,0.0094681,-0.00018127
"1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*",-0.00035834,0.007381,0.0060935,-0.013239,0.0014551,0.014875,0.012544,0.0087682,-0.01247,0.01379,0.010171,0.0069337
"N-palmitoyl-sphingadienine (d18:2/16:0)*",0.053229,4.3847e-05,-0.0069069,-0.025207,0.0036353,-0.024023,-0.012294,0.0072066,0.0048788,-0.0022761,0.018382,0.0093361
"stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*",0.00070838,0.010542,0.017201,-0.017671,-0.0090631,-0.013543,0.053392,-0.042637,0.024038,0.0018145,0.0030547,-0.0081439
"palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*",-0.008471,0.0050488,0.031971,-0.024381,-0.024971,0.015159,0.049413,-0.024274,0.034928,0.00093379,-0.028061,0.004899
"palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*",-0.013841,0.022023,0.022849,-0.013204,-0.030059,0.0062876,0.052684,-0.048665,0.030461,0.0067912,-0.017927,-0.0089873
"N-behenoyl-sphingadienine (d18:2/22:0)*",0.019453,-0.0075965,-0.017723,-0.013749,-0.0025809,-0.016575,0.012262,0.011009,-0.0096759,0.018565,-0.025335,0.0072278
"N-stearoyl-sphingadienine (d18:2/18:0)*",0.026497,0.00082707,-0.0070656,-0.033202,0.016014,-0.018147,0.024688,-0.010593,-0.0084933,-0.032655,-0.024797,0.008147
"sphingadienine",0.019559,-0.0010499,0.0082795,-0.038535,-0.016669,-0.0039358,0.039011,-0.0089915,-0.0058977,-0.00035779,-0.024304,0.0055008
"maltitol/lactitol/cellobiotol/palatinol",0.015776,0.050783,0.055552,-0.11039,0.0026676,-0.001059,0.043858,-0.0093507,0.037502,0.01227,0.028595,-0.0038519
"butyryl/isobutyryl CoA",-0.055817,0.0089052,0.02433,-0.081467,0.0017035,-0.037452,-0.054246,-0.026387,-0.080268,0.069426,0.097479,-0.015794
"glycerophosphoserine*",0.0035274,-0.0048925,-0.0026854,-0.010041,-0.030475,0.0061125,0.013445,0.0073453,-0.0019946,0.028875,-0.0042496,-0.0016157
"hexadecasphingosine (d16:1)*",0.01304,0.0015027,0.014879,0.015025,-0.01128,-0.002613,0.0064083,0.003638,-0.012825,0.021585,-0.0088593,-0.00021839
"heptadecasphingosine (d17:1)",0.012962,0.0010131,-0.017264,0.0044545,0.0056781,0.010579,-0.0035729,-0.0068289,-0.021948,0.029546,0.0047231,0.0013615
"ceramide (d18:1/14:0, d16:1/16:0)*",0.048968,0.017293,-0.0162,-0.016765,0.0014726,-0.06552,-0.0038938,-0.009674,-0.0033038,-0.052231,0.022583,0.0039107
"ceramide (d18:1/17:0, d17:1/18:0)*",0.036156,-0.01051,-0.016866,-0.014896,0.0045259,-0.0064304,-0.0052684,0.0016492,0.015439,-0.0088028,0.0021704,-0.015108
"ceramide (d18:2/24:1, d18:1/24:2)*",0.040138,-0.0052471,0.026402,-0.0053505,0.015939,-0.0017726,0.03289,0.01972,0.00051158,-0.021028,-0.028111,-0.01211
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",0.020581,0.004099,-0.02556,-0.048941,-0.006684,0.00049087,-0.012193,0.018322,0.011955,-0.016054,0.027022,0.00090899
"stearoylcholine*",0.002117,0.016002,-0.047371,-0.0088728,-0.01865,-0.023292,0.032551,0.029207,0.016891,0.01116,-0.0033346,0.0084527
"linoleoylcholine*",0.0059972,0.025323,-0.042329,-0.013973,-0.033499,-0.0097265,0.036776,0.070352,0.035503,-0.0041747,-0.012687,0.015074
"docosatrienoate (22:3n6)*",0.065013,-0.068193,0.01712,0.022214,0.027902,0.017766,-0.023059,-0.042576,0.010264,-0.015628,-0.024314,-0.0051298
"nisinate (24:6n3)",0.071177,-0.044234,0.011765,-0.0043411,0.019199,0.0093935,-0.031309,-0.06152,0.044424,-0.042832,-0.017608,0.010848
"sphingomyelin (d18:0/20:0, d16:0/22:0)*",0.0091998,0.0078207,-0.0060389,0.012411,-0.0047241,0.022415,9.914e-05,0.074473,0.011202,0.020888,0.026895,-0.0018706
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",-0.0098593,-0.00309,-0.016821,0.013667,-0.0059327,0.0031611,-0.033017,-0.0029,-0.0070053,0.026914,-0.0030913,-0.003315
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",-0.0037986,0.0021613,-0.00020233,0.013115,-0.037733,-0.0018577,0.016922,-0.0032143,0.001123,0.015295,-0.0079082,0.0088184
"heneicosapentaenoate (21:5n3)",0.066304,-0.01654,-0.027671,0.0028063,0.046276,-0.0093643,-0.013688,-0.021377,0.026986,-0.032866,-0.026091,-0.052406
"linolenoylcarnitine (C18:3)*",-0.036596,-0.036976,0.028652,-0.050825,0.073282,0.02008,-0.072909,0.041268,-0.046434,-0.018704,-0.0027563,-0.0011272
"behenoylcarnitine (C22)*",-0.023768,-0.061084,0.01185,0.034524,0.045887,-0.026422,0.038488,0.0034295,-0.01561,0.062022,0.063597,0.0025832
"arachidoylcarnitine (C20)*",-0.029997,-0.071637,0.025142,0.0070181,0.063645,-0.042296,0.017173,-0.0052821,-0.024273,0.039542,0.026857,-0.010467
"lignoceroylcarnitine (C24)*",-0.011978,-0.0044782,-0.0065909,0.040479,0.029224,0.024423,0.056906,-0.029292,0.010393,0.067812,0.077198,-0.0022743
"arachidonoylcarnitine (C20:4)",-0.0043579,-0.019969,-0.0050944,-0.006823,-0.0034071,-0.0066257,-0.011307,-0.036537,0.00074104,0.026883,0.0032934,0.00089635
"eicosenoylcarnitine (C20:1)*",-0.037276,-0.068549,0.026635,0.011149,0.072514,-0.0098629,0.019795,-0.00078661,-0.017743,0.019002,-0.0035273,0.011973
"dihomo-linoleoylcarnitine (C20:2)*",-0.05643,-0.064289,0.025983,0.016456,0.075875,9.0058e-05,0.007773,0.0062485,-0.012059,0.008395,-0.0072166,0.012753
"dihomo-linolenoylcarnitine (C20:3n3 or 6)*",0.0029336,-0.055078,0.036655,-0.022851,0.064351,-0.0080423,-0.023837,-0.010676,-0.031591,0.022507,-0.010561,0.0080691
"erucoylcarnitine (C22:1)*",-0.031103,-0.080878,0.024041,0.028331,0.050637,-0.049224,0.038526,0.0075644,-0.032469,0.046824,0.01518,-0.0069244
"pentadecanoylcarnitine (C15)*",-0.028224,-0.018477,0.038377,-0.051622,0.012211,-0.030741,0.026527,-0.048509,-0.022572,0.085703,0.025056,-0.006172
"docosahexaenoylcarnitine (C22:6)*",0.042277,-0.028742,0.038578,-0.096498,0.031805,-0.01243,0.033457,-0.059664,-0.024656,0.019279,0.0026063,0.0081368
"nervonoylcarnitine (C24:1)*",-0.041431,-0.073058,0.033286,0.041066,0.025234,-0.045345,0.030409,-0.0014467,-0.02653,0.066577,0.032554,-0.0062657
"tetracosadienoylcarnitine (C24:2)*",-0.058411,-0.11763,0.022218,0.054756,0.041398,-0.069579,0.032512,0.033599,-0.0050469,0.10672,-0.02228,-0.0079741
"docosadienoylcarnitine (C22:2)*",-0.028203,-0.084919,0.017172,0.023855,0.073041,-0.044321,0.050189,0.01434,-0.028323,0.056977,0.0072795,-0.0080822
"docosatrienoylcarnitine (C22:3)*",-0.037513,-0.095845,0.037876,-0.0063608,0.11466,-0.048945,-0.022858,-0.012257,-0.018341,0.013354,0.0029799,0.0018847
"adrenoylcarnitine (C22:4)*",-0.021298,-0.034038,0.045541,-0.048499,0.033198,-0.018121,-0.035055,-0.006228,-0.017321,0.037656,-0.040848,0.00098559
"palmitoleoyl ethanolamide*",-0.023675,-0.015461,0.0030563,-0.033003,-0.04486,0.023972,0.072621,0.068502,0.072094,-0.023859,-0.0078521,0.0038045
"N,N,N-trimethyl-5-aminovalerate",-0.0081709,0.03875,-0.049846,-0.042162,-0.0046638,0.013663,0.049151,0.10343,6.0211e-05,-0.056877,0.04847,0.0028103
"1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*",-0.0029347,0.012151,-0.010086,-0.0015183,-0.018401,0.012937,-0.011231,0.014617,8.7129e-05,0.012934,0.0024719,-0.0031903
"(N(1) + N(8))-acetylspermidine",0.015776,0.0078273,-0.007134,0.0032768,-0.0058922,0.0092517,0.015608,0.046207,0.0081667,-0.0034917,-0.016426,0.0072566
"butenoylcarnitine (C4:1)",-0.012424,-0.0035923,-0.0075927,0.038021,-0.013759,0.03433,0.025781,-0.060894,-0.022114,0.0043291,0.011117,-0.0077859
"5-dodecenoylcarnitine (C12:1)",-0.091139,-0.019893,0.017419,-0.017274,0.035115,0.034505,-0.039958,-0.0039004,-0.0017533,-0.0094441,0.00873,0.0028169
"myristoylcholine*",0.0036001,0.012179,-0.01666,-0.02044,-0.0076143,-0.033749,0.027164,0.047146,0.015041,-0.0037816,0.014047,-0.00053787
"3-hydroxypalmitoylcarnitine",-0.024551,-0.032783,0.0052266,0.025569,0.078654,0.022981,0.027894,0.0055539,-0.01033,-0.023166,0.026117,-0.0023968
"3-hydroxyoleoylcarnitine",-0.0084398,-0.036595,0.0049583,0.033473,0.080707,0.036382,0.046015,0.027251,-0.013946,-0.035062,-0.0037627,0.0047588
"3-hydroxyarachidate*",0.016907,-0.094156,-0.084897,0.098973,0.044184,-0.05821,-0.056424,0.0212,-0.035342,0.037032,-0.013498,-0.0071808
"18-methylnonadecanoate (i20:0)",0.049375,-0.045233,-0.08303,0.057744,-0.0013869,0.0017715,-0.041873,0.044511,0.051731,0.047759,0.055627,0.0012772
"2-hydroxyheptanoate*",0.021196,-0.010394,0.027993,0.035985,-0.048344,0.0065267,0.12783,-0.013565,-0.013006,0.0037941,-0.018971,-0.004776
"3-hydroxyoleate*",0.014935,-0.04483,-0.065979,0.071567,0.052563,0.01655,0.0066386,-0.0042547,0.049763,-0.05884,-0.0099905,-0.015586
"lyxonate",0.026225,-0.0093675,-0.01092,-0.038083,0.016142,-0.010553,0.016065,0.039293,0.0084502,-0.0058249,0.039576,0.00093351
"N-acetyl-2-aminooctanoate*",0.042936,0.021071,0.04903,0.016436,0.058917,0.032317,-0.085749,-0.008422,0.050667,0.064904,0.0014916,-0.00038705
"N,N,N-trimethyl-alanylproline betaine (TMAP)",0.0051573,-0.0022067,0.0058899,-0.0042144,0.0030217,0.0030177,-0.0062082,0.010115,0.001555,-0.0023528,0.0099761,0.00067986
"3-formylindole",0.0017276,0.015122,-0.0078784,-0.0016646,-0.0064763,0.0031481,0.013293,-0.024415,0.010642,-0.0086468,-0.016707,-0.0041932
"tetradecadienoate (14:2)*",0.0076986,-0.029126,-0.031314,0.023706,0.04071,0.0024015,0.017272,0.018498,0.04325,-0.00016404,0.051496,-0.017784
"N,N-dimethylalanine",0.094302,-0.083931,0.012623,-0.0047455,0.069407,0.30274,-0.0063715,-0.022077,0.059382,0.011819,0.085848,0.051273
"ethyl beta-glucopyranoside",0.0074275,0.018038,0.031284,0.013345,0.030258,0.011044,0.081532,0.010519,0.055929,0.027765,0.084713,-0.059208
"ascorbic acid 3-sulfate*",-0.014082,-0.01177,0.022478,-0.013424,-0.066987,-0.060065,0.024378,0.0059519,-0.010235,0.037507,0.057076,-0.014651
"N6,N6-dimethyllysine",0.010169,0.013495,0.0050771,-0.022686,0.0097212,-0.00061003,0.004062,0.015956,0.040188,-0.0086894,-0.018146,-0.0042084
"dodecadienoate (12:2)*",0.0067207,0.009318,-0.068696,0.034958,0.051863,0.062568,0.013499,0.038395,0.044651,0.00014334,0.05082,-0.0076435
"1-linolenoyl-GPG (18:3)*",0.0070007,-0.017004,-0.062968,0.056407,0.0082359,0.014003,-0.060723,-0.0016721,-0.0090864,-0.016502,-0.025741,-0.00017637
"1-meadoylglycerol (20:3n9)*",-0.028293,-0.015566,-0.043628,0.082236,-0.016099,-0.05635,-0.08756,-0.080856,0.16746,0.13845,0.15463,0.00075842
"meadoylcarnitine (C20:3n9)*",-0.027464,-0.020718,-0.010545,0.066852,0.049248,0.024668,0.041171,0.0019354,-0.011382,-0.0027967,0.0098228,-0.0054968
"1-heptadecenoylglycerol (17:1)*",-0.029454,-0.0075442,-0.049136,0.010011,0.046056,-0.015271,-0.063037,-0.0026342,0.050701,-0.02098,0.043736,-0.00030945
"2-heptadecenoylglycerol (17:1)*",-0.035592,0.0031481,-0.055987,0.011844,0.03927,-0.0047721,-0.058322,-0.03437,-0.00086652,-0.021526,0.030729,-0.0058576
"1-nisinoyl-GPC (24:6)*",0.039776,-0.033614,-0.0062346,-0.00087486,0.011151,0.043944,-0.038067,0.030266,-0.0077806,-0.050461,0.033509,0.0020794
"3-hydroxyhexanoylcarnitine (1)",-0.0067215,-0.012115,0.020918,-0.012196,-0.0056138,0.014442,-0.011136,-0.064724,-0.032555,0.0072937,0.021441,-0.010235
"3-hydroxyhexanoylcarnitine (2)",0.0073063,-0.028743,0.018398,-0.0016041,-0.00017538,0.023679,0.014341,-0.075978,-0.014846,0.027529,0.0026324,0.0031466
"2,6-dihydroxybenzoic acid",0.0021244,0.0051333,0.0032177,-0.0030419,-0.01002,0.024225,-0.015794,-0.0098675,0.011249,0.0083976,-0.019271,-0.043446
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",-0.018702,0.049633,-0.0038094,-0.048573,0.0029709,-0.028077,0.026345,0.016963,-0.014078,-0.033017,0.022959,0.01203
"N-(ADP-ribosyl)-arginine (1)*",-0.034273,-0.034293,-0.0087675,-0.053505,0.019137,-0.019936,-0.019693,0.065148,0.011701,0.045302,-0.0022502,0.0081235
"N-(ADP-ribosyl)-arginine (2)*",-0.043215,-0.039545,-0.0067673,-0.081279,-0.005369,0.0032041,-0.056547,0.11098,0.071769,0.035379,0.0045908,0.039279
"3'-dephospho-CoA-glutathione*",-0.068311,0.025991,-0.011233,0.0040672,-0.028981,0.0045811,-0.011596,0.0082023,0.024779,-0.00233,-0.0023995,0.0021745
"S-(1,2-dicarboxyethyl)glutathione",-0.053271,-0.0032573,-0.013847,-0.019627,-0.0018977,0.0020287,0.005774,-0.024852,0.022194,0.0099705,0.041945,-0.0085229
"hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**",-0.025045,0.0022387,-0.0079353,0.018987,0.01374,-0.0013742,-0.0015307,0.016539,-0.003484,0.010515,-0.053186,-0.0029473
